Affiliate_id,Affiliate_name,City,State,Country,Latitude,Longitude
16873,CrossFit North AX,Mariehamn,Aland,Åland Islands,60.1111,19.9113
2452,CrossFit Strife,APO,AE,Afghanistan,,
3225,No Kidding CrossFit,APO,AE,Afghanistan,,
4175,CrossFit Sabalu Harrison,APO,AE,Afghanistan,,
6996,Castle CrossFit,APO,AE,Afghanistan,,
14418,CrossFit 1394,APO,AE,Afghanistan,,
2432,Coalition CrossFit,Kabul,Afghanistan,Afghanistan,,
4007,CrossFit Pasab,Kandahar,Afghanistan,Afghanistan,,
1373,CrossFit Jangyali,Jalalabad,APO,Afghanistan,,
158,CrossFit Herat,Camp Stone,APO AE,Afghanistan,,
2482,CrossFit Mountain Warrior,FOB Fenty/Jalalabad,APO AE,Afghanistan,,
5136,The CrossFit Barn,Sharan,APO AE,Afghanistan,,
4237,CrossFit Shank,FOB SHANK,APO AE 09364,Afghanistan,,
3257,Yak CrossFit,COP Deh Yak,"APO, AE",Afghanistan,,
20302,CrossFit Bamyan,Bamyan,Bamyan,Afghanistan,34.8296,67.8356
6593,CrossFit Belleau Wood,Camp Leatherneck,Helmand Province,Afghanistan,,
3664,Loose Cannon CrossFit,Kabul,Kabul,Afghanistan,,
9614,CrossFit Danger Zone,Kabul,Kabul Province,Afghanistan,,
2062,Kandahar CrossFit,Kandahar Airfield,Kandahar,Afghanistan,,
4789,Vulture CrossFit,Bagram AF,Parwan,Afghanistan,,
3634,CrossFit Tarin Kowt,Tarin Kowt,Uruzgan,Afghanistan,,
6869,CrossFit 1775,"FPO, AE",USA,Afghanistan,,
322,CrossFit Leatherneck (LNK),Helmand,,Afghanistan,,
21071,Azul CrossFit,Cheraga,,Algeria,36.7579,2.9464
18437,La Borda CrossFit,Andorra la Vell,Andorra,Andorra,42.4986,1.5051
11062,CrossFit Les Valls,Andorra la Vella,Andorra la vella,Andorra,42.5063,1.5218
16586,Ultimate Burn CrossFit,Luanda,Angola,Angola,-8.8058,13.2414
17621,CrossFit Maculusso,Luanda,Ingobota,Angola,-8.8251,13.2356
16680,Super Set CrossFit,Luanda,Luanda,Angola,-8.8285,13.2445
19904,CrossFit Talatona,Luanda,Luanda,Angola,-8.914,13.1891
13547,Navajo CrossFit,Buenos Aires,Argentina,Argentina,-34.5532,-58.4542
20577,Ranzoia CrossFit,FORMOSA,argentina,Argentina,-26.1781,-58.1719
11581,CrossFit Alo,Avellaneda,Buenos Aires,Argentina,-34.6658,-58.3634
13657,CrossFit Mega,Bahia Blanca,Buenos Aires,Argentina,-38.7097,-62.2695
7863,CrossFit Devoto,Buenos Aires,Buenos Aires,Argentina,-34.6089,-58.5099
10723,CrossFit El Galpon,Buenos Aires,Buenos Aires,Argentina,-34.6376,-58.3646
11196,BIGG CrossFit Belgrano,Buenos Aires,Buenos Aires,Argentina,-34.5666,-58.4513
12378,Before CrossFit,Buenos Aires,Buenos Aires,Argentina,-34.6275,-58.4303
12601,CrossFit Inner Animal,Buenos Aires,Buenos Aires,Argentina,-34.6005,-58.3696
15622,BIGG CrossFit Downtown,Buenos Aires,Buenos Aires,Argentina,-34.6046,-58.3762
17372,Cluster CrossFit,Buenos Aires,Buenos Aires,Argentina,-34.603,-58.4917
17627,CrossFit 4 L,buenos aires,buenos aires,Argentina,-34.6689,-58.3803
20340,BIGG CrossFit Urquiza,Buenos Aires,Buenos Aires,Argentina,-34.5788,-58.4794
14635,Suyai CrossFit Parque Chas,Caba,Buenos Aires,Argentina,-34.5854,-58.4798
17285,CrossFit Canning,Canning,Buenos Aires,Argentina,-34.6037,-58.3816
1282,Reebok CrossFit Tuluka,Capital Federal,Buenos Aires,Argentina,-34.5813,-58.4401
7241,BIGG CrossFit Recoleta,Capital Federal,Buenos Aires,Argentina,-34.5941,-58.3958
8459,Codigo CrossFit,Capital Federal,Buenos Aires,Argentina,-34.5726,-58.4833
10121,BIGG CrossFit Palermo Chico,Capital Federal,Buenos Aires,Argentina,-34.5802,-58.4125
11205,REV Microcentro CrossFit,Capital Federal,Buenos Aires,Argentina,-34.5993,-58.3768
12061,CrossFit Korvo,Capital Federal,Buenos Aires,Argentina,-34.6087,-58.3935
6992,CrossFit Iron Tigers,Castelar,Buenos Aires,Argentina,-34.6495,-58.6528
4228,CrossFit Tuluka Nuñez,Ciudad Autònoma de Buenos Aires,Buenos Aires,Argentina,-34.5401,-58.4642
14320,Matua CrossFit,Ciudad Autónoma,Buenos Aires,Argentina,-34.6085,-58.4428
19795,CrossFit Tropa Park,Ciudad Autónoma de Buenos Aires,Buenos Aires,Argentina,-34.5711,-58.4223
15597,CrossFit Clinch,Ciudad Autonoma de Buenos Aires,Buenos Aires,Argentina,-34.5939,-58.4295
9582,CrossFit Jotun,Ciudad de Buenos Aires,Buenos Aires,Argentina,-34.6016,-58.3796
6605,CrossFit Tuluka Pilar,Del Viso,Buenos Aires,Argentina,-34.4477,-58.8052
13759,CrossFit Halcon,Florencio Varela,Buenos Aires,Argentina,-34.7981,-58.2731
16335,CrossFit Iron Tigers Haedo,Haedo,Buenos Aires,Argentina,-34.6471,-58.6015
13954,CrossFit Lekker,Hurlingham,Buenos Aires,Argentina,-34.5835,-58.6293
14581,BIGG CrossFit Catedral,La Plata,Buenos Aires,Argentina,-34.9181,-57.9547
7673,CrossFit NUWA,Lomas De Zamora,Buenos Aires,Argentina,-34.7648,-58.4035
11498,Punto CrossFit Mar del Plata,Mar del Plata,Buenos Aires,Argentina,-37.9812,-57.6031
14203,Gora CrossFit,Mar Del Plata,Buenos Aires,Argentina,-37.9821,-57.5668
15694,Jarko CrossFit,Mar del Plata,Buenos Aires,Argentina,-38.0034,-57.555
17375,CrossFit MXQ,Mar del Plata,Buenos Aires,Argentina,-38.0101,-57.5373
20212,La Redonda CrossFit,Mar del Plata,Buenos Aires,Argentina,-38.0291,-57.5385
20239,Apsis CrossFit,Mar del Plata,Buenos Aires,Argentina,-38.0238,-57.5588
13165,Jakabol CrossFit,Martínez,Buenos Aires,Argentina,-34.5067,-58.532
21304,Kalimdor Necochea CrossFit,Necochea,Buenos Aires,Argentina,-38.5789,-58.7581
10533,CrossFit ADN,Palermo,Buenos Aires,Argentina,-34.5945,-58.4146
16894,CrossFit Pinamar,Pinamar,Buenos Aires,Argentina,-37.1035,-56.8651
5829,CrossFit Q21,Quilmes,Buenos Aires,Argentina,-34.7264,-58.2554
11253,CrossFit Ramos Mejia,Ramos Mejia,Buenos Aires,Argentina,-34.6478,-58.5573
13999,CrossFit Joemma,SAN ANTONIO DE PADUA,Buenos Aires,Argentina,-34.6618,-58.6738
13563,CrossFit Argos San Isidro,san isidro,Buenos Aires,Argentina,-34.472,-58.5244
18845,Domus CrossFit,San Isidro,Buenos Aires,Argentina,-34.4816,-58.5282
13326,San Justo CrossFit,San Justo,Buenos Aires,Argentina,-34.6799,-58.5556
15728,CrossFit M,San Justo,Buenos Aires,Argentina,-34.6797,-58.5556
15603,CrossFit Aukan,Tigre,Buenos Aires,Argentina,-34.4282,-58.5837
7400,CrossFit Tropa,Vicente Lopez,Buenos Aires,Argentina,-34.5276,-58.4817
7476,Aker CrossFit,Vicente Lopez,Buenos Aires,Argentina,-34.4995,-58.4967
14014,CrossFit Buey,Villa Bosch,Buenos Aires,Argentina,-34.5812,-58.5848
15086,CrossFit Sharks,"Villa Sarmiento, Haedo",Buenos Aires,Argentina,-34.638,-58.5654
16116,Shankara CrossFit,Villa Urquiza,Buenos Aires,Argentina,-34.5726,-58.5042
9509,ORKOS CrossFit,Córdoba,Córdoba,Argentina,-31.4197,-64.1858
15973,Big Bear CrossFit,Marcos Juarez,Córdoba,Argentina,-32.6959,-62.1026
14689,Paternal CrossFit,Buenos Aires,Caba,Argentina,-34.613,-58.4791
4973,CrossFit Fun Club,Buenos Aires,Capital Federal,Argentina,-34.4933,-58.5506
8048,BoxPro CrossFit,Buenos Aires,Capital Federal,Argentina,-34.5722,-58.4474
13622,Stigma CrossFit,Buenos Aires,Capital Federal,Argentina,-34.6306,-58.4692
12059,Kuntur CrossFit,San Fdo del Valle de Catamarca,Catamarca,Argentina,-28.469,-65.779
13744,Kosten CrossFit,Comodoro Rivadavia,Chubut,Argentina,-45.8725,-67.4992
14122,CrossFit Dauk,Comodoro Rivadavia,Chubut,Argentina,-45.8612,-67.4958
17838,CrossFit Esquel,Esquel,Chubut,Argentina,-42.9151,-71.3278
8147,Onda CrossFit,Puerto Madryn,Chubut,Argentina,-42.7827,-65.0189
19717,Bamba CrossFit,Córdoba,Cordoba,Argentina,-31.4221,-64.1816
7866,Brisk Box CrossFit,Cerro de las Rosas,Cordoba,Argentina,-31.3676,-64.2336
10680,Brisk Box CrossFit Barrio Jardin,Cordoba,Cordoba,Argentina,-31.4492,-64.1868
10899,FB Entrenamiento CrossFit,Cordoba,Cordoba,Argentina,-31.423,-64.1887
11883,Astrid CrossFit,Cordoba,Cordoba,Argentina,-31.4142,-64.1947
13618,Brisk Box CrossFit Arguello,Cordoba,Cordoba,Argentina,-31.3448,-64.2631
14659,Training Force CrossFit,cordoba,cordoba,Argentina,-31.4163,-64.1709
20510,UBX CrossFit,Cordoba Capital,Cordoba,Argentina,-31.4144,-64.1647
15060,Bruma CrossFit,San Francisco,Cordoba,Argentina,-31.4324,-62.0812
18205,Brisk Box CrossFit Villa Allende,Villa Allende,Cordoba,Argentina,-31.2865,-64.2946
19957,Subsoil CrossFit,Villa Carlos Paz,Cordoba,Argentina,-31.4126,-64.4846
13337,CrossFit Warida,Corrientes,Corrientes,Argentina,-27.4716,-58.8297
17773,Desafio CrossFit,Corrientes,Corrientes,Argentina,-27.4671,-58.8087
19315,CrossFit 628,Paraná,Entre Rios,Argentina,-31.7398,-60.5343
20334,CrossFit Vulk,Paraná,Entre Rios,Argentina,-31.7408,-60.5269
15321,Warrah CrossFit,Formosa,Formosa,Argentina,-26.192,-58.1718
19547,CrossFit Bora,General Pico,La Pampa,Argentina,-35.6507,-63.7613
21267,CrossFit Andino General Pico,General Pico,La Pampa,Argentina,,
20019,Tribu Evolución CrossFit,La Rioja,La Rioja,Argentina,-29.4186,-66.8576
14250,K8 CrossFit Chacras,"Chacras de Coria, Lujan de Cuyo",Mendoza,Argentina,-32.9824,-68.8781
16441,Inca CrossFit,Ciudad,Mendoza,Argentina,-32.8839,-68.839
6695,CrossFit Andino,Godoy Cruz,Mendoza,Argentina,-32.9185,-68.8507
15643,602 CrossFit,Godoy Cruz,Mendoza,Argentina,-32.9331,-68.85
20887,CrossFit Jäger Godoy Cruz,Godoy Cruz,Mendoza,Argentina,-32.9582,-68.8595
13217,Cratus CrossFit,Guaymallén,Mendoza,Argentina,-32.904,-68.792
18053,CrossFit Jungle Animal Roots,Guaymallen,Mendoza,Argentina,-32.9142,-68.8252
20414,CrossFit Andino Dorrego,Guaymallen,Mendoza,Argentina,-32.9093,-68.8149
12143,K8 CrossFit,Luján de cuyo,Mendoza,Argentina,-32.8782,-68.8705
15407,CrossFit Andino Maipu,Maipu,Mendoza,Argentina,-32.935,-68.7797
16178,CrossFit Jager,Maipu,Mendoza,Argentina,-32.9807,-68.788
17575,K8 CrossFit Malargue,MALARGUE,MENDOZA,Argentina,-35.4691,-69.5873
9385,CrossFit Koi,Mendoza,Mendoza,Argentina,-32.9012,-68.8405
20130,CrossFit Andino Quinta,Mendoza,Mendoza,Argentina,-32.8853,-68.8494
11852,CrossFit Aconcagua,San Rafael,Mendoza,Argentina,-32.8664,-68.8804
13921,CrossFit Andino Vistalba,Vistalba - Luján de Cuyo,Mendoza,Argentina,-33.0323,-68.9053
15025,Mymba CrossFit,Posadas,Misiones,Argentina,-27.3627,-55.8941
11462,CrossFit Pica,Neuquén,Neuquén,Argentina,-38.9621,-68.0677
11137,Circus CrossFit,Villa La Angostura,Neuquen,Argentina,-40.7621,-71.634
13958,Ser CrossFit,General Roca,Rio Negro,Argentina,-39.03,-67.5712
11198,Kanpu CrossFit,Salta,Salta,Argentina,-24.7706,-65.412
14127,Wild Fox CrossFit,Salta,Salta,Argentina,-24.7807,-65.4066
14341,Kadabra CrossFit,Salta,Salta,Argentina,-24.7634,-65.4007
8944,CrossFit Nyma,San Juan,San Juan,Argentina,-31.518,-68.5406
12047,ULL CrossFit,San Juan,San Juan,Argentina,-31.5359,-68.5205
18904,CrossFit 5730,Villa Mercedes,San Luis,Argentina,-33.682,-65.464
8064,Uno CrossFit,Rosario,Santa Fe,Argentina,-32.9451,-60.6601
11684,Kehua CrossFit,Rosario,Santa Fe,Argentina,-32.9393,-60.6515
12042,Predator CrossFit,Rosario,Santa Fe,Argentina,-32.9549,-60.6403
12238,Athan CrossFit,Rosario,Santa Fe,Argentina,-32.9469,-60.6484
9894,CrossFit LCSF,Santa Fe,Santa Fe,Argentina,-31.6367,-60.7094
19494,CrossFit Grob,Santiago del Estero,Santiago del Estero,Argentina,-27.7964,-64.2506
13334,CrossFit Pitbull,Rio Grande,Tierra del Fuego,Argentina,-53.7856,-67.7159
14514,CrossFit San Miguel de Tucuman CdP,San Miguel de Tucuman,Tucumán,Argentina,-26.8106,-65.2637
20756,NDS CrossFit,Yerba Buena,Tucumán,Argentina,-26.8137,-65.2932
7910,CrossFit San Miguel de Tucuman,San Miguel de Tucuman,Tucuman,Argentina,-26.7914,-65.1971
14776,CrossFit Andino Norte,San Miguel de Tucuman,Tucuman,Argentina,-26.8288,-65.2139
7669,RM CrossFit,Buenos Aires,,Argentina,-34.6313,-58.4471
11337,Muscles and Lungs CrossFit,Oranjestad,Outside of the Unite,Aruba,12.5179,-70.0369
20409,CrossFit Gradum,Barcadera,Santa Cruz,Aruba,12.481,-69.9825
8126,CrossFit A297,Oranjestad,,Aruba,12.5207,-70.0409
15238,CrossFit Eximious 462,Oranjestad,,Aruba,12.5087,-70.0077
1695,Adapt CrossFit,Belconnen,ACT,Australia,-35.2421,149.0597
15968,CrossFit Three Flow,Braddon,ACT,Australia,-35.275,149.1314
7712,CrossFit ADFA,Campbell,ACT,Australia,,
2091,CrossFit Smash,Canberra,ACT,Australia,-35.2818,149.1249
2924,CrossFit Hill,Canberra,ACT,Australia,-35.2385,149.0614
9435,CrossFit Smash Phillip,Canberra,ACT,Australia,-35.3519,149.0869
8214,CrossFit Canberra,Fyshwick,ACT,Australia,-35.3245,149.1839
20686,Crowning Point CrossFit,Harrison,ACT,Australia,-35.195,149.1596
13136,CrossFit SFS,Hume,ACT,Australia,-35.39,149.1692
3047,CrossFit 2600,Kingston,ACT,Australia,-35.3165,149.1415
6197,CrossFit Cartel,Mitchell,ACT,Australia,-35.2117,149.1397
8092,CrossFit Woden,Phillip,ACT,Australia,-35.3494,149.0858
12896,CrossFit Hunter,Adamstown,NSW,Australia,-32.9416,151.7179
8881,CrossFit Shellharbour City,Albion Park Rail,NSW,Australia,-34.5484,150.7868
5253,CrossFit Albury Wodonga,Albury,NSW,Australia,-36.0918,146.9136
885,CrossFit Sydney,Alexandria,NSW,Australia,-33.9026,151.1986
17949,CrossFit Ethos,Alexandria,NSW,Australia,-33.9142,151.1977
6761,CrossFit Play,Annandale,NSW,Australia,-33.8865,151.174
3579,CrossFit Armidale,Armidale,NSW,Australia,-30.5163,151.6493
12564,CrossFit Feel Good,Asquith,NSW,Australia,-33.6967,151.1094
11590,CrossFit Avalon Beach,Avalon Beach,NSW,Australia,-33.636,151.3283
8949,CrossFit Ballina,Ballina,NSW,Australia,-28.853,153.5583
11833,CrossFit 2200,Bankstown,NSW,Australia,-33.9182,151.038
19397,CrossFit 2200 South,Bankstown,NSW,Australia,-33.9352,151.0361
4546,Area 61 CrossFit,Batemans Bay,NSW,Australia,-35.722,150.1671
2222,CrossFit Queanbeyan,Beard,NSW,Australia,-35.3421,149.2114
17178,CrossFit Sapphire,Bega,NSW,Australia,-36.6715,149.8427
7556,CrossFit Lake Macquarie,Belmont,NSW,Australia,-33.0234,151.6636
13655,CrossFit Wellbeing,Belrose,NSW,Australia,-33.7061,151.2142
13758,CrossFit Origin,Beresfield,NSW,Australia,-32.8061,151.6346
2419,CrossFit Plus,Berkeley Vale,NSW,Australia,-33.3584,151.4414
12814,Rise And Conquer CrossFit,Blacktown,NSW,Australia,-33.7541,150.9037
7846,CrossFit Urge,Blaxland,NSW,Australia,-33.7362,150.6124
1978,CrossFit Bondi,Bondi Junction,NSW,Australia,-33.8932,151.2468
9655,CrossFit Creature - Bondi Junction,Bondi Junction,NSW,Australia,-33.8922,151.2485
12513,CrossFit Whiteout,Botany,NSW,Australia,-33.9501,151.1987
14485,CrossFit Broken Hill,Broken Hill,NSW,Australia,-31.961,141.4629
16177,CrossFit ESTR,broken hill,NSW,Australia,-31.9635,141.4603
1489,CrossFit Manly Vale,Brookvale,NSW,Australia,-33.7617,151.2707
2414,CrossFit Athletic,Brookvale,NSW,Australia,-33.7624,151.2713
13401,CrossFit Brookvale,Brookvale,NSW,Australia,-33.768,151.2769
4661,CrossFit Byron Bay,Byron Bay,NSW,Australia,-28.6406,153.5776
20113,CrossFit Life CSP,Cameron Park,NSW,Australia,-32.8957,151.5964
3093,CrossFit South West Sydney (SWS),Campbelltown,NSW,Australia,-34.0547,150.8081
11056,CrossFit Campbelltown,Campbelltown,NSW,Australia,,
18738,CrossFit Canley Heights,Canley Heights,NSW,Australia,-33.8834,150.9243
6000,CrossFit Never Say Never,Cardiff,NSW,Australia,-32.9423,151.6486
6308,Fresh CrossFit,Cardiff,NSW,Australia,-32.9459,151.6544
10893,CrossFit Inventive,Caringbah,NSW,Australia,-34.0339,151.1336
1152,CrossFit Effects (FX),Carlton,NSW,Australia,-33.9794,151.1153
17834,CrossFit AM,Castle Hill,NSW,Australia,-33.7317,150.9845
3770,CrossFit New Beginning,"Castle Hill, Sydney",NSW,Australia,-33.7257,150.9782
3472,CrossFit Caves Beach,Caves Beach,NSW,Australia,-33.0993,151.6384
119,CrossFit Chatswood,Chatswood,NSW,Australia,-33.7846,151.1961
1382,CrossFit Chipping Norton,Chipping Norton,NSW,Australia,-33.922,150.9653
4837,CrossFit Infinitum,Chiswick,NSW,Australia,,
4717,CrossFit APA,Coffs Harbour,NSW,Australia,-30.2908,153.1307
18197,Coffs Coast CrossFit,Coffs Harbour,NSW,Australia,-30.3159,153.0862
18135,CrossFit ALKZZ,CONCORD,NSW,Australia,-33.8515,151.0832
13391,CrossFit Valve Condell Park,Condell Park,NSW,Australia,-33.9172,151.0012
20703,CrossFit 2877,Condobolin,NSW,Australia,-33.0872,147.1486
2454,CrossFit Coogee 2034,Coogee,NSW,Australia,-33.9247,151.2551
15379,CrossFit Sila,Corrimal,NSW,Australia,-34.363,150.9054
4820,CrossFit Strenue,Cromer,NSW,Australia,-33.7358,151.2823
10549,CrossFit Double Bay,Double Bay,NSW,Australia,-33.8772,151.2451
4782,CrossFit Dubbo,Dubbo,NSW,Australia,-32.2638,148.6516
6668,Drive CrossFit,Dubbo,NSW,Australia,-32.234,148.6139
15553,CrossFit Red One,Dubbo,NSW,Australia,-32.2611,148.6525
580,CrossFit NorWest,Dural,NSW,Australia,-33.6931,151.0212
6260,Hawkesbury CrossFit,Ebenezer,NSW,Australia,-33.5404,150.8858
13807,CrossFit Creature Edgecliff,Edgecliff,NSW,Australia,-33.8774,151.2339
343,GF CrossFit,Erina,NSW,Australia,-33.4351,151.3853
9590,Cohort CrossFit,Erina,NSW,Australia,-33.4349,151.3856
17594,CrossFit 2165,Fairfield,NSW,Australia,-33.8685,150.9608
2120,CrossFit Wollongong,Fairy Meadow,NSW,Australia,-34.3858,150.8933
1909,CrossFit Geo,Gladesville,NSW,Australia,-33.8201,151.1227
8957,CrossFit RJ,Glebe,NSW,Australia,-33.8835,151.1927
3714,Lotus CrossFit,Gosford,NSW,Australia,-33.4166,151.3175
17390,BTS CrossFit,Gosford,NSW,Australia,-33.4117,151.3419
7478,G-Town CrossFit,Grafton,NSW,Australia,-29.6701,152.9391
355,CrossFit Supremacy,Greenacre,NSW,Australia,-33.9119,151.043
6193,CrossFit Griffith,Griffith,NSW,Australia,-34.2878,146.0641
14945,CrossFit 2680,Griffith,NSW,Australia,-34.2922,146.0725
18476,CrossFit Gunnedah,Gunnedah,NSW,Australia,-30.9801,150.2332
2343,CrossFit Rev X,Holroyd,NSW,Australia,-33.8305,150.9995
8076,CrossFit Overspeed,Holsworthy,NSW,Australia,,
3476,CrossFit Ingleburn,Ingleburn,NSW,Australia,-33.9947,150.8579
11521,CrossFit 565,Ingleburn,NSW,Australia,-33.9895,150.8655
5893,CrossFit Inverell,Inverell,NSW,Australia,-29.7743,151.1158
16196,Road 2 Victory CrossFit,Inverell,NSW,Australia,-29.7621,151.1116
6557,CrossFit Lower Mountains,Jamisontown,NSW,Australia,-33.7701,150.6847
17480,CrossFit Zelos,Jamisontown,NSW,Australia,-33.7652,150.6879
19432,Nepean CrossFit,Jamisontown,NSW,Australia,-33.7664,150.6816
2681,CrossFit Jervis Bay,Jervis Bay,NSW,Australia,-35.0294,150.662
16252,CrossFit Kapooka,Kapooka,NSW,Australia,,
18265,CrossFit Katoomba,Katoomba,NSW,Australia,-33.7135,150.3228
9015,CrossFit 2795,Kelso,NSW,Australia,-33.4237,149.6122
16446,Atalanta CrossFit,Kensington,NSW,Australia,-33.9088,151.2231
20890,Active Discovery Project CrossFit,Kew,NSW,Australia,-31.6338,152.7253
20342,CrossFit Seek,Kings Park,NSW,Australia,-33.7464,150.9009
17255,CrossFit 168 Kingsgrove,Kingsgrove,NSW,Australia,-33.9372,151.0936
2420,CrossFit BodiComplete,Kirrawee,NSW,Australia,-34.0266,151.0757
17094,CrossFit Kirrawee,Kirrawee,NSW,Australia,-34.0314,151.0739
10540,CrossFit Volume,Kogarah,NSW,Australia,-33.9673,151.1294
19998,CrossFit Blue Warrior,Kurri Kurri,NSW,Australia,-32.8112,151.4754
17776,Steel Coast CrossFit,Lambton,NSW,Australia,-32.9146,151.7206
11841,North Brother CrossFit,Laurieton,NSW,Australia,-31.6429,152.7958
6440,Mid Mountains CrossFit,Lawson,NSW,Australia,-33.7264,150.44
1975,CrossFit Aphesis,Leumeah,NSW,Australia,-34.047,150.8311
6966,HA CrossFit,Lindfield,NSW,Australia,-33.7744,151.1664
16242,CrossFit Hammer and Tong,Lismore,NSW,Australia,-28.8216,153.3491
5086,CrossFit Uplift,Lithgow,NSW,Australia,-33.4811,150.1536
17817,CrossFit Vanguard,Lithgow,NSW,Australia,-33.4809,150.1639
116,CrossFit Maitland,Maitland,NSW,Australia,-32.7396,151.562
5822,CrossFit North Head,Manly,NSW,Australia,-33.8027,151.2896
4793,CrossFit Marrickville,Marrickville,NSW,Australia,-33.9059,151.1617
20431,CrossFit Creature,Marrickville,NSW,Australia,-33.9095,151.1664
2189,CrossFit Rush Hour Ryde,Marsfield,NSW,Australia,-33.7678,151.108
5256,CrossFit Eora,Matraville,NSW,Australia,-33.9575,151.2247
14488,CrossFit Origin Mayfield,Mayfield,NSW,Australia,-32.905,151.7461
18747,CrossFit Prolific,merewether,NSW,Australia,-32.9413,151.7569
18619,BTF CrossFit,Merrylands,NSW,Australia,-33.8463,150.9911
14477,CrossFit Milperra,Milperra,NSW,Australia,-33.9373,150.9876
4129,CrossFit Southern Highlands,Mittagong,NSW,Australia,-34.4488,150.4332
8118,BENTON CrossFit,Mittagong,NSW,Australia,-34.4463,150.4322
1408,CrossFit Athletic Mona Vale,Mona Vale,NSW,Australia,-33.6735,151.3067
10383,CrossFit BFS,Moorebank,NSW,Australia,-33.9353,150.9372
9024,GTK CrossFit,Moree,NSW,Australia,-29.4622,149.8281
14609,PH CrossFit,Morisset,NSW,Australia,-33.1207,151.4729
11455,CrossFit Hurstville,Mortdale,NSW,Australia,-33.9695,151.0668
14073,CrossFit Taipan,Mount Kuring-gai,NSW,Australia,-33.6456,151.132
17832,CrossFit Greater West,Mt Druitt,NSW,Australia,-33.7625,150.805
16473,CrossFit Mudgee,Mudgee,NSW,Australia,-32.6078,149.6033
16078,CrossFit Norwest McGraths Hill,Mulgrave,NSW,Australia,-33.6279,150.8344
5271,Red Box CrossFit,Murwillumbah,NSW,Australia,-28.3273,153.3953
20900,Honeyeater CrossFit,Murwillumbah,NSW,Australia,-28.3435,153.4195
13446,CrossFit Muswellbrook,Muswellbrook,NSW,Australia,-32.2796,150.8993
10445,CrossFit Narellan,Narellan,NSW,Australia,-34.0381,150.7301
15111,CrossFit Conditioning,Narrabeen,NSW,Australia,-33.7026,151.2979
835,CrossFit Newcastle,Newcastle,NSW,Australia,-32.9121,151.7311
5514,CrossFit 2290,Newcastle,NSW,Australia,-32.9979,151.6904
10301,CrossFit Coalface,Newcastle,NSW,Australia,-32.922,151.7537
8184,CrossFit Touch N Go,North Albury,NSW,Australia,-36.0608,146.9449
11582,CrossFit Parramatta,North Rocks,NSW,Australia,-33.7752,151.0081
20422,North Wollongong CrossFit,North Wollongong,NSW,Australia,-34.4062,150.8951
11440,CrossFit Facilitate,North Wyong,NSW,Australia,-33.2672,151.444
4915,Homefront CrossFit,Orange,NSW,Australia,-33.2895,149.0796
20779,CrossFit 129,Padstow,NSW,Australia,-33.936,151.0278
4137,CrossFit Rush Hour,Parramatta,NSW,Australia,-33.7989,151.0034
8103,CrossFit HF,Penrith,NSW,Australia,-33.7326,150.6956
9976,Picton CrossFit,Picton,NSW,Australia,-34.1947,150.6032
5107,CrossFit 2444,Port Macquarie,NSW,Australia,-31.4338,152.9127
13450,CrossFit Hijacked,Port Macquarie,NSW,Australia,-31.4528,152.8893
15205,KAISA CrossFit,Potts Point,NSW,Australia,-33.8751,151.224
18211,Guts & Glory CrossFit,Prospect,NSW,Australia,-33.8008,150.9235
11972,CrossFit DECK,Raymond Terrace,NSW,Australia,-32.7583,151.7452
14363,CrossFit Caelum,Richmond,NSW,Australia,,
20547,CrossFit WSU,Richmond,NSW,Australia,,
8397,CrossFit Altitude,Riverstone,NSW,Australia,-33.6624,150.8575
4067,CrossFit Revolute,Rockdale,NSW,Australia,-33.9603,151.1469
8171,CrossFit Hi Reps,Rouse Hill,NSW,Australia,-33.6842,150.9186
10355,CrossFit Agilis,Rozelle,NSW,Australia,-33.8649,151.1761
8961,Capax CrossFit,Rydalmere,NSW,Australia,-33.8124,151.029
374,CrossFit Horizons,Sandgate,NSW,Australia,-32.8768,151.7097
18527,SGS CrossFit,Scone,NSW,Australia,,
11036,CrossFit 2147,Seven Hills,NSW,Australia,-33.7784,150.9478
8668,Southbridge CrossFit,Shellharbour,NSW,Australia,-34.5616,150.857
19670,CrossFit Singleton,Singleton,NSW,Australia,-32.5684,151.1629
17165,Scope CrossFit,Smeaton Grange,NSW,Australia,-34.0351,150.7543
19354,Smeaton Grange CrossFit,Smeaton Grange,NSW,Australia,-34.0321,150.7636
3460,CrossFit EC,Smithfield,NSW,Australia,-33.8524,150.9341
9352,Macleay CrossFit,South Kempsey,NSW,Australia,-31.1177,152.83
12018,CrossFit 2480,South Lismore,NSW,Australia,-28.8228,153.2641
230,CrossFit Shoalhaven,South Nowra,NSW,Australia,-34.9092,150.5851
1763,CrossFit St Marys,St Marys,NSW,Australia,-33.7808,150.7699
13709,CrossFit Strathfield,Strathfield South,NSW,Australia,-33.8874,151.0712
10140,CrossFit Summer Hill,Summer Hill,NSW,Australia,-33.8922,151.1398
19594,Motive CrossFit,Swansea,NSW,Australia,-33.087,151.6372
3276,CrossFit DDW,Sydney,NSW,Australia,-34.0285,151.1317
5629,CrossFit Drummoyne,Sydney,NSW,Australia,-33.8576,151.1586
6169,CrossFit KGV,Sydney,NSW,Australia,-33.8593,151.2068
6369,CrossFit 168,Sydney,NSW,Australia,-33.8749,151.2041
7185,CrossFit Athletic City,Sydney,NSW,Australia,-33.8649,151.205
7982,CrossFit Valve,Sydney,NSW,Australia,-33.9234,151.0901
